sample_id,family_id,image_id,source_caption,edited_caption,label,edit_family,edit_rule,audit_status,file_path,objects,object_counts,split
val-118857::entailment,val-118857,91406,people standing near a table with open pizza boxes,individuals standing near a table with open pizza boxes,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000091406.jpg,"['book', 'chair', 'dining table', 'knife', 'person', 'pizza', 'tv']","{'tv': 1, 'chair': 5, 'dining table': 6, 'person': 4, 'pizza': 6, 'book': 14, 'knife': 1}",test
val-118896::contradiction,val-118896,401862,People are lined up by a red food truck.,People are lined up by a blue food truck,contradiction,contradiction_attribute,attribute:red->blue,pending,/content/project/artifacts/datasets/coco2017/val2017/000000401862.jpg,"['person', 'truck']","{'truck': 2, 'person': 8}",test
val-118896::entailment,val-118896,401862,People are lined up by a red food truck.,Individuals are lined up by a red food truck,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000401862.jpg,"['person', 'truck']","{'truck': 2, 'person': 8}",test
val-126013::contradiction,val-126013,397354,A group of people  standing around in the kitchen,A group of people sleeping around in the kitchen,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000397354.jpg,"['bottle', 'bowl', 'chair', 'cup', 'dining table', 'microwave', 'oven', 'person', 'refrigerator', 'sink', 'wine glass']","{'bottle': 8, 'chair': 2, 'dining table': 1, 'person': 6, 'refrigerator': 1, 'cup': 7, 'wine glass': 5, 'bowl': 2, 'microwave': 1, 'oven': 1, 'sink': 1}",test
val-126013::entailment,val-126013,397354,A group of people  standing around in the kitchen,A group of individuals standing around in the kitchen,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000397354.jpg,"['bottle', 'bowl', 'chair', 'cup', 'dining table', 'microwave', 'oven', 'person', 'refrigerator', 'sink', 'wine glass']","{'bottle': 8, 'chair': 2, 'dining table': 1, 'person': 6, 'refrigerator': 1, 'cup': 7, 'wine glass': 5, 'bowl': 2, 'microwave': 1, 'oven': 1, 'sink': 1}",test
val-127660::contradiction,val-127660,177489,two people sitting at a table with plates of food,one person sitting at a table with plates of food,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000177489.jpg,"['bottle', 'bowl', 'chair', 'dining table', 'fork', 'orange', 'person', 'pizza', 'spoon', 'wine glass']","{'bottle': 2, 'chair': 3, 'dining table': 1, 'person': 2, 'wine glass': 3, 'bowl': 2, 'orange': 3, 'pizza': 2, 'fork': 1, 'spoon': 2}",test
val-127660::entailment,val-127660,177489,two people sitting at a table with plates of food,two individuals sitting at a table with plates of food,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000177489.jpg,"['bottle', 'bowl', 'chair', 'dining table', 'fork', 'orange', 'person', 'pizza', 'spoon', 'wine glass']","{'bottle': 2, 'chair': 3, 'dining table': 1, 'person': 2, 'wine glass': 3, 'bowl': 2, 'orange': 3, 'pizza': 2, 'fork': 1, 'spoon': 2}",test
val-130474::contradiction,val-130474,554002,A black dog standing between people in line,A white dog standing between people in line,contradiction,contradiction_attribute,attribute:black->white,pending,/content/project/artifacts/datasets/coco2017/val2017/000000554002.jpg,"['chair', 'dog', 'handbag', 'person']","{'dog': 1, 'person': 10, 'handbag': 2, 'chair': 1}",test
val-130474::entailment,val-130474,554002,A black dog standing between people in line,A black dog standing between individuals in line,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000554002.jpg,"['chair', 'dog', 'handbag', 'person']","{'dog': 1, 'person': 10, 'handbag': 2, 'chair': 1}",test
val-131056::contradiction,val-131056,554002,A small black dog standing behind a crowd of people.,A small white dog standing behind a crowd of people,contradiction,contradiction_attribute,attribute:black->white,pending,/content/project/artifacts/datasets/coco2017/val2017/000000554002.jpg,"['chair', 'dog', 'handbag', 'person']","{'dog': 1, 'person': 10, 'handbag': 2, 'chair': 1}",test
val-131056::entailment,val-131056,554002,A small black dog standing behind a crowd of people.,A small black dog standing behind a crowd of individuals,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000554002.jpg,"['chair', 'dog', 'handbag', 'person']","{'dog': 1, 'person': 10, 'handbag': 2, 'chair': 1}",test
val-132569::contradiction,val-132569,427338,A person riding a motorcycle in an abandoned stone building,A person riding a bicycle in an abandoned stone building,contradiction,contradiction_object,object:motorcycle->bicycle,pending,/content/project/artifacts/datasets/coco2017/val2017/000000427338.jpg,"['motorcycle', 'person']","{'motorcycle': 2, 'person': 2}",test
val-132569::entailment,val-132569,427338,A person riding a motorcycle in an abandoned stone building,AN individual riding a motorcycle in an abandoned stone building,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000427338.jpg,"['motorcycle', 'person']","{'motorcycle': 2, 'person': 2}",test
val-138663::contradiction,val-138663,185472,A train approaching a station with a man and a bike on it.,A bus approaching a station with a man and a bike on it,contradiction,contradiction_object,object:train->bus,pending,/content/project/artifacts/datasets/coco2017/val2017/000000185472.jpg,"['backpack', 'bicycle', 'person', 'train']","{'bicycle': 2, 'train': 1, 'person': 4, 'backpack': 2}",test
val-138663::entailment,val-138663,185472,A train approaching a station with a man and a bike on it.,A train approaching a station with a man and a bicycle on it,entailment,entailment_synonym,synonym:bike->bicycle,pending,/content/project/artifacts/datasets/coco2017/val2017/000000185472.jpg,"['backpack', 'bicycle', 'person', 'train']","{'bicycle': 2, 'train': 1, 'person': 4, 'backpack': 2}",test
val-142149::contradiction,val-142149,122217,Two people on skateboards riding down a slanted road.,One person on skateboards riding down a slanted road,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000122217.jpg,"['person', 'skateboard']","{'person': 2, 'skateboard': 2}",test
val-145976::contradiction,val-145976,205333,Two people on skies on a snowy mountain slope.,One person on skies on a snowy mountain slope,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000205333.jpg,"['person', 'skis']","{'person': 2, 'skis': 1}",test
val-14827::contradiction,val-14827,512836,"A person with a white umbrella, with two dogs.","A person with a black umbrella, with two dogs",contradiction,contradiction_attribute,attribute:white->black,pending,/content/project/artifacts/datasets/coco2017/val2017/000000512836.jpg,"['dog', 'handbag', 'person', 'umbrella']","{'dog': 2, 'person': 2, 'umbrella': 1, 'handbag': 2}",test
val-150571::contradiction,val-150571,276804,A person stands at the base ready to hit a ball.,Two people stands at the base ready to hit a ball,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000276804.jpg,"['baseball bat', 'baseball glove', 'person']","{'person': 5, 'baseball bat': 1, 'baseball glove': 2}",test
val-153930::contradiction,val-153930,139099,A person on a motorcycle talking to a person with a watermelon.,Two people on a motorcycle talking to a person with a watermelon,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000139099.jpg,"['apple', 'backpack', 'banana', 'bicycle', 'car', 'dog', 'handbag', 'motorcycle', 'person', 'umbrella']","{'motorcycle': 1, 'person': 14, 'apple': 3, 'handbag': 6, 'bicycle': 1, 'dog': 1, 'backpack': 1, 'banana': 1, 'car': 1, 'umbrella': 1}",test
val-15514::contradiction,val-15514,133567,A person looking at a train going by.,A person looking at a bus going by,contradiction,contradiction_object,object:train->bus,pending,/content/project/artifacts/datasets/coco2017/val2017/000000133567.jpg,"['person', 'train']","{'train': 1, 'person': 1}",test
val-156046::contradiction,val-156046,30828,"A person with an orange blanket covering them, sleeping on a wooden park bench.","A person with an orange blanket covering them, sleeping on a wooden park couch",contradiction,contradiction_object,object:bench->couch,pending,/content/project/artifacts/datasets/coco2017/val2017/000000030828.jpg,"['backpack', 'bench', 'car', 'parking meter', 'person']","{'parking meter': 1, 'person': 1, 'bench': 1, 'backpack': 1, 'car': 1}",test
val-156046::entailment,val-156046,30828,"A person with an orange blanket covering them, sleeping on a wooden park bench.","AN individual with an orange blanket covering them, sleeping on a wooden park bench",entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000030828.jpg,"['backpack', 'bench', 'car', 'parking meter', 'person']","{'parking meter': 1, 'person': 1, 'bench': 1, 'backpack': 1, 'car': 1}",test
val-157107::contradiction,val-157107,219578,A cat and dog napping together on the couch.,A cat and dog napping together on the bench,contradiction,contradiction_object,object:couch->bench,pending,/content/project/artifacts/datasets/coco2017/val2017/000000219578.jpg,"['cat', 'couch', 'dog']","{'dog': 1, 'cat': 1, 'couch': 2}",test
val-157430::contradiction,val-157430,67213,"A dog jumping through the air above a pool of water that has been marked for distance, with people watching in the distance.","A cat jumping through the air above a pool of water that has been marked for distance, with people watching in the distance",contradiction,contradiction_object,object:dog->cat,pending,/content/project/artifacts/datasets/coco2017/val2017/000000067213.jpg,"['car', 'dog', 'person']","{'dog': 1, 'car': 5, 'person': 8}",test
val-157430::entailment,val-157430,67213,"A dog jumping through the air above a pool of water that has been marked for distance, with people watching in the distance.","A dog jumping through the air above a pool of water that has been marked for distance, with individuals watching in the distance",entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000067213.jpg,"['car', 'dog', 'person']","{'dog': 1, 'car': 5, 'person': 8}",test
val-159050::contradiction,val-159050,7281,Two people on horses on a beach readying for a picture,One person on horses on a beach readying for a picture,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000007281.jpg,"['horse', 'person']","{'horse': 2, 'person': 10}",test
val-159050::entailment,val-159050,7281,Two people on horses on a beach readying for a picture,Two individuals on horses on a beach readying for a picture,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000007281.jpg,"['horse', 'person']","{'horse': 2, 'person': 10}",test
val-162703::contradiction,val-162703,556193,Two men standing in front of a flat screen tv.,One man standing in front of a flat screen tv,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000556193.jpg,"['person', 'remote', 'tv']","{'tv': 1, 'person': 2, 'remote': 3}",test
val-162703::entailment,val-162703,556193,Two men standing in front of a flat screen tv.,Two men standing in front of a flat screen television,entailment,entailment_synonym,synonym:tv->television,pending,/content/project/artifacts/datasets/coco2017/val2017/000000556193.jpg,"['person', 'remote', 'tv']","{'tv': 1, 'person': 2, 'remote': 3}",test
val-163952::contradiction,val-163952,7511,People flying a kite on a sandy beach near a body of water.,People flying two kites on a sandy beach near a body of water,contradiction,contradiction_count,count:article->kite,pending,/content/project/artifacts/datasets/coco2017/val2017/000000007511.jpg,"['backpack', 'kite', 'person']","{'person': 14, 'kite': 2, 'backpack': 1}",test
val-164776::contradiction,val-164776,364884,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,Two people in a snow sporting event is going rapidly down this show chute-type course as people watch from the sidelines,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000364884.jpg,"['person', 'snowboard']","{'person': 14, 'snowboard': 1}",test
val-171992::contradiction,val-171992,23751,A statue of a person holding an kite next to a child.,A statue of a person dropping a kite next to a child,contradiction,contradiction_action,action:holding->dropping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000023751.jpg,['kite'],{'kite': 1},test
val-171992::entailment,val-171992,23751,A statue of a person holding an kite next to a child.,A statue of an individual holding a kite next to a child,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000023751.jpg,['kite'],{'kite': 1},test
val-172098::contradiction,val-172098,458223,A man with a bike walks towards a red lighthouse.,A man with a bike walks towards a blue lighthouse,contradiction,contradiction_attribute,attribute:red->blue,pending,/content/project/artifacts/datasets/coco2017/val2017/000000458223.jpg,"['backpack', 'bicycle', 'boat', 'person']","{'bicycle': 1, 'boat': 1, 'person': 1, 'backpack': 1}",test
val-172098::entailment,val-172098,458223,A man with a bike walks towards a red lighthouse.,A man with a bicycle walks towards a red lighthouse,entailment,entailment_synonym,synonym:bike->bicycle,pending,/content/project/artifacts/datasets/coco2017/val2017/000000458223.jpg,"['backpack', 'bicycle', 'boat', 'person']","{'bicycle': 1, 'boat': 1, 'person': 1, 'backpack': 1}",test
val-173155::contradiction,val-173155,94326,A person reading a paper on a park bench,A person reading a paper on a park couch,contradiction,contradiction_object,object:bench->couch,pending,/content/project/artifacts/datasets/coco2017/val2017/000000094326.jpg,"['bench', 'person']","{'bench': 1, 'person': 1}",test
val-176413::contradiction,val-176413,2532,A person on skis and with poles in the snow and facing the blue sky.,A person on skis and with poles in the snow and facing the red sky,contradiction,contradiction_attribute,attribute:blue->red,pending,/content/project/artifacts/datasets/coco2017/val2017/000000002532.jpg,"['person', 'skis']","{'person': 1, 'skis': 1}",test
val-176413::entailment,val-176413,2532,A person on skis and with poles in the snow and facing the blue sky.,AN individual on skis and with poles in the snow and facing the blue sky,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000002532.jpg,"['person', 'skis']","{'person': 1, 'skis': 1}",test
val-176600::contradiction,val-176600,78565,We see a very old picture of people enjoying the shore.,We see a very young picture of people enjoying the shore,contradiction,contradiction_attribute,attribute:old->young,pending,/content/project/artifacts/datasets/coco2017/val2017/000000078565.jpg,"['boat', 'dog', 'person']","{'dog': 1, 'boat': 10, 'person': 14}",test
val-176600::entailment,val-176600,78565,We see a very old picture of people enjoying the shore.,We see a very old picture of individuals enjoying the shore,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000078565.jpg,"['boat', 'dog', 'person']","{'dog': 1, 'boat': 10, 'person': 14}",test
val-178633::contradiction,val-178633,2532,A person standing on skiis on the snowy slope.,A person sleeping on skiis on the snowy slope,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000002532.jpg,"['person', 'skis']","{'person': 1, 'skis': 1}",test
val-178633::entailment,val-178633,2532,A person standing on skiis on the snowy slope.,AN individual standing on skiis on the snowy slope,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000002532.jpg,"['person', 'skis']","{'person': 1, 'skis': 1}",test
val-187304::contradiction,val-187304,78565,"Small sailboats floating past a beach, with a dog and people on the beach.","Large sailboats floating past a beach, with a dog and people on the beach",contradiction,contradiction_attribute,attribute:small->large,pending,/content/project/artifacts/datasets/coco2017/val2017/000000078565.jpg,"['boat', 'dog', 'person']","{'dog': 1, 'boat': 10, 'person': 14}",test
val-187304::entailment,val-187304,78565,"Small sailboats floating past a beach, with a dog and people on the beach.","Small sailboats floating past a beach, with a dog and individuals on the beach",entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000078565.jpg,"['boat', 'dog', 'person']","{'dog': 1, 'boat': 10, 'person': 14}",test
val-190065::contradiction,val-190065,403584,Two people on beach holding surfboards under their arms.,One person on beach holding surfboards under their arms,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000403584.jpg,"['person', 'surfboard']","{'person': 8, 'surfboard': 1}",test
val-190679::contradiction,val-190679,441553,A group of people standing on a sidewalk with a train going by.,A group of people standing on a sidewalk with a bus going by,contradiction,contradiction_object,object:train->bus,pending,/content/project/artifacts/datasets/coco2017/val2017/000000441553.jpg,"['handbag', 'person', 'traffic light', 'train']","{'train': 1, 'person': 14, 'traffic light': 2, 'handbag': 1}",test
val-190679::entailment,val-190679,441553,A group of people standing on a sidewalk with a train going by.,A group of individuals standing on a sidewalk with a train going by,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000441553.jpg,"['handbag', 'person', 'traffic light', 'train']","{'train': 1, 'person': 14, 'traffic light': 2, 'handbag': 1}",test
val-195035::contradiction,val-195035,456015,People wearing jackets are riding horses on the beach.,People wearing jackets are pushing horses on the beach,contradiction,contradiction_action,action:riding->pushing,pending,/content/project/artifacts/datasets/coco2017/val2017/000000456015.jpg,"['horse', 'person']","{'horse': 4, 'person': 4}",test
val-195412::contradiction,val-195412,384468,Three people ride on an elephant in front of a forest.,One person ride on an elephant in front of a forest,contradiction,contradiction_count,count:three->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000384468.jpg,"['car', 'elephant', 'person']","{'person': 4, 'elephant': 1, 'car': 1}",test
val-196727::contradiction,val-196727,283268,A person holds a plastic hot dog in a plastic bun.,Two people holds a plastic hot dog in a plastic bun,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000283268.jpg,"['hot dog', 'person']","{'person': 2, 'hot dog': 1}",test
val-199335::contradiction,val-199335,458410,A living room with an old fashioned TV and a couch.,A living room with an old fashioned TV and a bench,contradiction,contradiction_object,object:couch->bench,pending,/content/project/artifacts/datasets/coco2017/val2017/000000458410.jpg,"['book', 'couch', 'dining table', 'tv', 'wine glass']","{'tv': 1, 'couch': 1, 'wine glass': 7, 'book': 7, 'dining table': 1}",test
val-204437::contradiction,val-204437,66771,Two people sitting at a table with beverages on it and the woman holding her phone.,One person sitting at a table with beverages on it and the woman holding her phone,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000066771.jpg,"['bowl', 'cell phone', 'couch', 'cup', 'dining table', 'person', 'spoon']","{'couch': 1, 'dining table': 1, 'person': 2, 'cell phone': 1, 'cup': 4, 'spoon': 1, 'bowl': 1}",test
val-204437::entailment,val-204437,66771,Two people sitting at a table with beverages on it and the woman holding her phone.,Two individuals sitting at a table with beverages on it and the woman holding her phone,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000066771.jpg,"['bowl', 'cell phone', 'couch', 'cup', 'dining table', 'person', 'spoon']","{'couch': 1, 'dining table': 1, 'person': 2, 'cell phone': 1, 'cup': 4, 'spoon': 1, 'bowl': 1}",test
val-206590::contradiction,val-206590,455624,People standing behind bales of straw as a protection from motorcycles on a track.,People sleeping behind bales of straw as a protection from motorcycles on a track,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000455624.jpg,"['motorcycle', 'person']","{'motorcycle': 1, 'person': 14}",test
val-206590::entailment,val-206590,455624,People standing behind bales of straw as a protection from motorcycles on a track.,Individuals standing behind bales of straw as a protection from motorcycles on a track,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000455624.jpg,"['motorcycle', 'person']","{'motorcycle': 1, 'person': 14}",test
val-213315::contradiction,val-213315,241326,A cat sitting on a couch with a dog on the floor.,A cat sitting on a bench with a dog on the floor,contradiction,contradiction_object,object:couch->bench,pending,/content/project/artifacts/datasets/coco2017/val2017/000000241326.jpg,"['cat', 'couch', 'dog']","{'dog': 1, 'cat': 1, 'couch': 1}",test
val-213315::entailment,val-213315,241326,A cat sitting on a couch with a dog on the floor.,A cat sitting on a sofa with a dog on the floor,entailment,entailment_synonym,synonym:couch->sofa,pending,/content/project/artifacts/datasets/coco2017/val2017/000000241326.jpg,"['cat', 'couch', 'dog']","{'dog': 1, 'cat': 1, 'couch': 1}",test
val-217377::contradiction,val-217377,513041,two people some drinks some plates and a small pizza,two people some drinks some plates and a large pizza,contradiction,contradiction_attribute,attribute:small->large,pending,/content/project/artifacts/datasets/coco2017/val2017/000000513041.jpg,"['chair', 'dining table', 'person', 'pizza', 'wine glass']","{'dining table': 1, 'person': 3, 'wine glass': 4, 'pizza': 1, 'chair': 1}",test
val-217615::contradiction,val-217615,405279,some people a bench some grass trees and kites,some people a couch some grass trees and kites,contradiction,contradiction_object,object:bench->couch,pending,/content/project/artifacts/datasets/coco2017/val2017/000000405279.jpg,"['bench', 'kite', 'person']","{'person': 4, 'bench': 2, 'kite': 14}",test
val-217615::entailment,val-217615,405279,some people a bench some grass trees and kites,some individuals a bench some grass trees and kites,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000405279.jpg,"['bench', 'kite', 'person']","{'person': 4, 'bench': 2, 'kite': 14}",test
val-218182::contradiction,val-218182,580294,Person cooking an eggs on a black pot on a stove.,Person cooking an eggs on a white pot on a stove,contradiction,contradiction_attribute,attribute:black->white,pending,/content/project/artifacts/datasets/coco2017/val2017/000000580294.jpg,"['bowl', 'cup', 'oven', 'person', 'sink', 'spoon', 'toothbrush']","{'person': 1, 'bowl': 3, 'sink': 1, 'spoon': 1, 'oven': 1, 'toothbrush': 1, 'cup': 1}",test
val-220580::contradiction,val-220580,162035,a sign with teddy bears and some people walking on a wet street,a sign with teddy bears and some people sitting on a wet street,contradiction,contradiction_action,action:walking->sitting,pending,/content/project/artifacts/datasets/coco2017/val2017/000000162035.jpg,"['person', 'teddy bear']","{'person': 3, 'teddy bear': 2}",test
val-221176::contradiction,val-221176,303499,Two people riding on the back of horses near a tall building.,One person riding on the back of horses near a tall building,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000303499.jpg,"['horse', 'person']","{'horse': 5, 'person': 3}",test
val-221176::entailment,val-221176,303499,Two people riding on the back of horses near a tall building.,Two individuals riding on the back of horses near a tall building,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000303499.jpg,"['horse', 'person']","{'horse': 5, 'person': 3}",test
val-221582::contradiction,val-221582,109992,A person riding a snow board down a snow covered slope.,A person pushing a snow board down a snow covered slope,contradiction,contradiction_action,action:riding->pushing,pending,/content/project/artifacts/datasets/coco2017/val2017/000000109992.jpg,"['person', 'snowboard']","{'person': 1, 'snowboard': 1}",test
val-221582::entailment,val-221582,109992,A person riding a snow board down a snow covered slope.,AN individual riding a snow board down a snow covered slope,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000109992.jpg,"['person', 'snowboard']","{'person': 1, 'snowboard': 1}",test
val-223894::contradiction,val-223894,323895,a person swinging a tennis racket on a tennis court.,two people swinging a tennis racket on a tennis court,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000323895.jpg,"['person', 'tennis racket']","{'person': 2, 'tennis racket': 1}",test
val-226511::contradiction,val-226511,11149,A man standing next to a bikes and a motorcycle.,A man sleeping next to a bikes and a motorcycle,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000011149.jpg,"['bicycle', 'motorcycle', 'person']","{'bicycle': 2, 'motorcycle': 1, 'person': 2}",test
val-236724::contradiction,val-236724,209222,Some people are sitting on the benches and relaxing.,Some people are running on the benches and relaxing,contradiction,contradiction_action,action:sitting->running,pending,/content/project/artifacts/datasets/coco2017/val2017/000000209222.jpg,"['bench', 'car', 'handbag', 'person', 'truck']","{'bench': 1, 'person': 14, 'car': 1, 'truck': 1, 'handbag': 1}",test
val-236724::entailment,val-236724,209222,Some people are sitting on the benches and relaxing.,Some individuals are sitting on the benches and relaxing,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000209222.jpg,"['bench', 'car', 'handbag', 'person', 'truck']","{'bench': 1, 'person': 14, 'car': 1, 'truck': 1, 'handbag': 1}",test
val-23783::contradiction,val-23783,299553,A large crowd of people watching the sky as something flies by,A small crowd of people watching the sky as something flies by,contradiction,contradiction_attribute,attribute:large->small,pending,/content/project/artifacts/datasets/coco2017/val2017/000000299553.jpg,"['kite', 'person']","{'person': 14, 'kite': 4}",test
val-23783::entailment,val-23783,299553,A large crowd of people watching the sky as something flies by,A large crowd of individuals watching the sky as something flies by,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000299553.jpg,"['kite', 'person']","{'person': 14, 'kite': 4}",test
val-242192::contradiction,val-242192,207844,"People laying in chairs, walking, and playing in the water on the beach.","People laying in chairs, sitting, and playing in the water on the beach",contradiction,contradiction_action,action:walking->sitting,pending,/content/project/artifacts/datasets/coco2017/val2017/000000207844.jpg,"['book', 'chair', 'cup', 'person', 'umbrella']","{'umbrella': 6, 'person': 14, 'book': 1, 'cup': 1, 'chair': 12}",test
